dish_name,calories,protein,carbohydrates,fats,dietary_fiber,sugars,sodium,calcium,iron,vitamin_c,folate
McDonalds American Triple Cheese Veg,524.69,19.54,56.24,23.16,3.0,7.9,1174.27,0.0,0.0,0.0,0.0
McDonalds Cheese Lava Burger,671.06,14.99,74.25,33.48,3.0,16.27,1153.99,0.0,0.0,0.0,0.0
McDonalds Chicken Cheese Lava Burger,834.36,27.37,76.03,45.18,3.0,16.75,1745.04,0.0,0.0,0.0,0.0
McDonalds Chunky Chipotle American Burger Chicken,641.36,39.47,46.24,31.51,2.0,9.16,1906.27,0.0,0.0,0.0,0.0
McDonalds McSpicy Premium Chicken Burger,622.25,31.49,43.6,34.65,2.0,6.07,1614.88,0.0,0.0,0.0,0.0
McDonalds McSpicy Premium Veg Burger,634.71,22.44,46.0,39.21,3.0,7.57,1446.87,0.0,0.0,0.0,0.0
McDonalds Piri piri Mc Spicy Veg Burger,517.98,11.97,58.87,24.53,2.0,12.87,1170.89,0.0,0.0,0.0,0.0
McDonalds Cheesy Veg Nuggets (6pc),252.29,8.48,23.6,13.09,3.0,1.31,428.17,0.0,0.0,0.0,0.0
McDonalds Cheesy Veg Nuggets (9pc),378.43,12.72,35.4,19.63,3.0,1.96,642.25,0.0,0.0,0.0,0.0
McDonalds Small Coca-Cola,109.56,0.0,27.39,0.0,0.0,27.39,21.17,0.0,0.0,0.0,0.0
McDonalds Medium Coca-Cola,151.36,0.0,37.84,0.0,0.0,37.84,29.24,0.0,0.0,0.0,0.0
McDonalds Large Coca-Cola,217.36,0.0,54.34,0.0,0.0,54.34,41.99,0.0,0.0,0.0,0.0
McDonalds Small Fanta Oragne,129.48,0.0,32.37,0.0,0.0,32.37,55.53,0.0,0.0,0.0,0.0
McDonalds Medium Fanta Orange,178.88,0.0,44.72,0.0,0.0,44.72,76.71,0.0,0.0,0.0,0.0
McDonalds Large Fanta Oragne,256.88,0.0,64.22,0.0,0.0,64.22,110.16,0.0,0.0,0.0,0.0
McDonalds Small Thums-up,99.6,0.0,24.9,0.0,0.0,24.9,25.15,0.0,0.0,0.0,0.0
McDonalds Medium Thums-up,137.6,0.0,34.4,0.0,0.0,34.4,34.74,0.0,0.0,0.0,0.0
McDonalds Large Thums-up,197.6,0.0,49.4,0.0,0.0,49.4,49.89,0.0,0.0,0.0,0.0
McDonalds Small Sprite,119.52,0.0,29.88,0.0,0.0,29.88,2.02,0.0,0.0,0.0,0.0
McDonalds Medium Sprite,165.12,0.0,41.28,0.0,0.0,41.28,2.79,0.0,0.0,0.0,0.0
McDonalds Large Sprite,237.12,0.0,59.28,0.0,0.0,59.28,4.0,0.0,0.0,0.0,0.0
McDonalds Coke Float,138.76,1.52,29.22,1.75,0.0,28.23,44.53,0.0,0.0,0.0,0.0
McDonalds Fanta Float,151.56,1.52,32.42,1.75,1.0,31.43,66.61,0.0,0.0,0.0,0.0
McDonalds Sprite Float,145.16,1.52,30.82,1.75,1.0,29.83,47.09,0.0,0.0,0.0,0.0
McDonalds Coke Zero Can,0.99,0.0,0.0,0.0,0.0,0.0,24.75,0.0,0.0,0.0,0.0
McDonalds Vedica Natural Mineral Water,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0
McDonalds Mustard diping sauce,81.18,0.52,7.24,5.57,3.0,6.66,221.32,0.0,0.0,0.0,0.0
McDonalds BBQ diping sauce,54.89,0.26,12.36,0.49,2.0,7.65,113.23,0.0,0.0,0.0,0.0
McDonalds Chilli Sauce,8.07,0.03,1.99,0.01,1.0,1.53,65.24,0.0,0.0,0.0,0.0
McDonalds Piri Piri Mix,17.13,0.51,2.5,0.36,3.0,0.66,414.71,0.0,0.0,0.0,0.0
McDonalds Tomato Ketchup Sachets,11.23,0.08,2.63,23.45,1.0,2.33,71.05,0.0,0.0,0.0,0.0
McDonalds Maple Syrup,86.4,0.0,21.6,0.0,3.0,16.2,15.0,0.0,0.0,0.0,0.0
McDonalds Cheese Slice,51.03,3.06,0.72,3.99,4.0,0.54,178.95,0.0,0.0,0.0,0.0
McDonalds Sweet Corn,45.08,1.47,7.55,1.0,1.0,2.54,0.04,0.0,0.0,0.0,0.0
McDonalds Mixed Fruit Beverage,72.25,0.65,18.0,0.02,0.0,16.83,10.8,0.0,0.0,0.0,0.0
KFC Hot Wings 2 pc,267.1,12.1,17.1,16.7,9.0,0.0,300.0,0.0,0.0,0.0,0.0
KFC Veg Strips 4pc,280.5,7.0,32.4,13.6,7.0,1.98,600.0,0.0,0.0,0.0,0.0
KFC Hot Wings 4 Pc,534.3,24.2,34.2,33.4,18.0,0.0,700.0,0.0,0.0,0.0,0.0
KFC Popcorn Reg,272.0,15.0,18.0,15.6,8.0,0.0,600.0,0.0,0.0,0.0,0.0
KFC Popcorn Med,374.0,20.6,24.7,21.4,11.0,0.0,800.0,0.0,0.0,0.0,0.0
KFC Popcorn Lrg,578.0,31.8,38.2,33.1,18.0,0.0,1200.0,0.0,0.0,0.0,0.0
KFC Boneless Strips 3pc,358.6,27.0,20.7,18.6,10.0,0.0,500.0,0.0,0.0,0.0,0.0
KFC Boneless Strips 6pc,717.2,54.1,41.3,37.3,20.0,0.0,900.0,0.0,0.0,0.0,0.0
KFC Veg Biryani,512.4,9.7,74.5,19.3,12.0,0.0,1200.0,0.0,0.0,0.0,0.0
KFC Classic chicken biryani,586.5,28.4,56.4,27.4,14.0,0.0,1000.0,0.0,0.0,0.0,0.0
KFC Popcorn Chicken,587.4,23.4,69.7,24.4,11.0,0.0,1300.0,0.0,0.0,0.0,0.0
"KFC Smoky Chicken
Biryani",509.5,22.4,64.0,18.4,8.0,0.0,1400.0,0.0,0.0,0.0,0.0
KFC Veg Zinger Burger,623.0,14.5,83.4,25.7,11.0,14.13,400.0,0.0,0.0,0.0,0.0
"KFC Chicken
Zinger Burger",563.1,26.6,57.1,26.6,11.0,11.51,300.0,0.0,0.0,0.0,0.0
KFC Spicy Zinger,433.2,26.6,46.2,15.6,11.0,7.21,1100.0,0.0,0.0,0.0,0.0
KFC Classic Veg Crisper,342.2,8.9,54.6,27.6,12.0,6.32,400.0,0.0,0.0,0.0,0.0
KFC Spicy Veg Crisper,367.5,9.2,59.0,18.9,9.0,8.1,500.0,0.0,0.0,0.0,0.0
KFC Classic Non Veg Crisper,450.6,18.7,52.2,18.6,8.0,0.0,500.0,0.0,0.0,0.0,0.0
KFC Spicy Non Veg Crisper,393.7,20.7,56.8,9.3,5.0,3.72,500.0,0.0,0.0,0.0,0.0
KFC Tandoori Zinger Burger,999.9,27.4,68.5,32.3,13.0,0.0,400.0,0.0,0.0,0.0,0.0
"KFC Mixed Zinger Doubles( 1 ch Zinger+1 Tandoori
Zinger)",1562.9,54.0,62.8,29.5,12.0,5.75,400.0,0.0,0.0,0.0,0.0
KFC 2 Classic veg Crispers,684.4,17.7,54.6,27.6,12.0,6.32,400.0,0.0,0.0,0.0,0.0
KFC 2 Classic Chicken Crisper,787.4,41.3,56.8,9.3,5.0,3.72,500.0,0.0,0.0,0.0,0.0
KFC Double Down burger,588.7,37.6,33.8,33.7,16.0,2.79,1000.0,0.0,0.0,0.0,0.0
KFC 1 pc,264.7,15.9,12.9,16.6,9.0,0.0,200.0,0.0,0.0,0.0,0.0
KFC 2 pc,529.4,31.9,25.8,33.2,19.0,0.0,400.0,0.0,0.0,0.0,0.0
KFC 4 pc,1058.8,63.7,25.8,33.2,19.0,0.0,400.0,0.0,0.0,0.0,0.0
KFC 6 Pc,1588.2,95.6,38.8,49.8,28.0,0.0,700.0,0.0,0.0,0.0,0.0
KFC 8 pc Bucket,2117.5,127.4,34.5,44.2,25.0,0.0,600.0,0.0,0.0,0.0,0.0
KFC 5 Pc Fried Leg,1440.0,89.3,42.6,41.3,22.0,0.0,500.0,0.0,0.0,0.0,0.0
KFC 10 Pc Fried Leg,2880.0,178.6,85.1,82.6,45.0,0.0,1100.0,0.0,0.0,0.0,0.0
KFC 1 pc,174.9,21.3,8.0,6.4,4.0,0.0,200.0,0.0,0.0,0.0,0.0
KFC 2 pc,349.7,42.6,16.1,12.8,7.0,0.0,500.0,0.0,0.0,0.0,0.0
KFC 4 pc,699.4,85.3,32.1,25.5,14.0,0.0,1000.0,0.0,0.0,0.0,0.0
KFC 5 PC,874.3,106.6,20.1,16.0,9.0,0.0,600.0,0.0,0.0,0.0,0.0
KFC 6 Pc,1049.1,127.9,24.1,19.2,11.0,0.0,700.0,0.0,0.0,0.0,0.0
KFC 8 pc Bucket,1398.8,170.5,21.4,17.0,10.0,0.0,600.0,0.0,0.0,0.0,0.0
"KFC Chick & Share Bucket: Xtra
Large Popcorn",1156.0,63.6,38.2,33.1,18.0,0.0,1200.0,0.0,0.0,0.0,0.0
"KFC Chick & Share Bucket: 5 pc
Hot & Crispy",1323.5,79.6,32.3,41.5,23.0,0.0,500.0,0.0,0.0,0.0,0.0
KFC Chick & Share Bucket: 10 pc Strips,1195.4,90.1,34.5,31.1,16.0,0.0,800.0,0.0,0.0,0.0,0.0
"KFC Dips Bucket (12 Pc + 4
Dips)",1434.5,108.1,27.6,24.9,13.0,10.53,600.0,0.0,0.0,0.0,0.0
KFC Mingles Bucket,1269.4,62.3,46.8,35.9,19.0,0.0,900.0,0.0,0.0,0.0,0.0
"KFC Friendship Bucket DI/TA(3pc HC+3pc HW+3pc Strips +Med
Popcorn)",1022.6,34.9,24.4,21.9,6.0,1.16,500.0,0.0,0.0,0.0,0.0
KFC Big Eight ( 4pc smoky+ 4pc HC),1758.2,149.0,27.9,30.6,17.0,0.0,600.0,0.0,0.0,0.0,0.0
"KFC Friendship Bucket DL(3pc HC+3pc HW+3pc Strips + Large
Popcorn)",2131.4,124.8,41.1,42.2,23.0,0.0,900.0,0.0,0.0,0.0,0.0
"KFC 12 for 350
(12 BS + 4
dips) on Wednesdays",1434.5,108.1,27.6,24.9,13.0,0.0,600.0,0.0,0.0,0.0,0.0
"KFC 10 for 550
(10 pc HC)
on Wednesdays",2382.2,143.3,38.8,49.8,28.0,0.0,700.0,0.0,0.0,0.0,0.0
"KFC Triple Treat (4 HC + 4
Smoky + 6 Boneless
Strips)",2475.4,203.0,41.7,43.1,24.0,0.0,900.0,0.0,0.0,0.0,0.0
"KFC Super Sixes (4 HC, 6 HW,
8 Strips)",2816.5,172.1,39.5,41.5,23.0,0.0,800.0,0.0,0.0,0.0,0.0
"KFC 7up Krush
Lime",81.9,20.4,4.1,0.0,0.0,34.1,100.0,0.0,0.0,0.0,0.0
"KFC Sparkling
Vanilla Blue)",120.9,30.1,6.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
"KFC (Virgin
Mojito/",120.4,30.1,6.0,0.0,0.0,22.32,0.0,0.0,0.0,0.0,0.0
KFC Regular Fries,224.1,5.0,27.5,10.4,5.0,0.0,200.0,0.0,0.0,0.0,0.0
KFC Medium Fries,298.8,6.7,36.7,13.9,7.0,0.0,200.0,0.0,0.0,0.0,0.0
KFC Large Fries,403.3,9.1,49.6,18.8,10.0,0.0,200.0,0.0,0.0,0.0,0.0
"KFC Pepsi
Regular",141.9,0.0,36.0,0.0,0.0,35.97,0.0,0.0,0.0,0.0,0.0
"KFC Mirinda
Regular",181.5,0.0,45.5,0.0,0.0,45.54,0.0,0.0,0.0,0.0,0.0
"KFC 7 Up
Regular",155.1,0.0,38.6,0.0,0.0,38.61,0.0,0.0,0.0,0.0,0.0
"KFC Dew
Regular",161.7,0.0,40.6,0.0,0.0,40.59,0.0,0.0,0.0,0.0,0.0
"KFC Dynamite
Spicy Mayo",77.4,0.2,3.4,7.0,2.0,1.6,100.0,0.0,0.0,0.0,0.0
"KFC Creamy Veg
Mayo",73.9,0.2,2.5,7.0,2.0,1.28,200.0,0.0,0.0,0.0,0.0
KFC Tandoori Masala Mayo,73.8,0.3,3.5,6.5,2.0,1.42,200.0,0.0,0.0,0.0,0.0
"KFC Zesty thousand
Island Dip",72.3,0.3,3.6,6.3,2.0,2.5,200.0,0.0,0.0,0.0,0.0
"KFC Nashvillle
Dip",30.2,0.1,7.1,0.2,2.0,1.4,200.0,0.0,0.0,0.0,0.0
"KFC Nashville Sauce Bottle
-225 g",150.8,1.1,7.1,0.2,2.0,1.4,200.0,0.0,0.0,0.0,0.0
"KFC Dynamite Spicy Mayo bottle -200
g",774.0,2.0,3.4,7.0,2.0,1.6,100.0,0.0,0.0,0.0,0.0
KFC Pepsi,129.0,0.0,21.8,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0
KFC 7Up,138.0,0.0,23.4,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0
KFC Mirinda,165.0,0.0,27.6,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0
KFC Pepsi Pet,215.0,0.0,36.3,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0
KFC Pepsi Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KFC Red Bull,112.5,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
Dominos MARGHERITA REGULAR,138.5,6.8,20.5,3.2,2.28,2.7,65.6,0.0,0.0,0.0,0.0
Dominos MARGHERITA MEDIUM,184.3,9.1,21.3,4.3,3.0,3.6,91.59,0.0,0.0,0.0,0.0
Dominos MARGHERITA LARGE,256.4,12.1,38.0,6.0,4.2,5.0,228.0,0.0,0.0,0.0,0.0
Dominos DOUBLE CHEESE MARGHERITA REGULAR,145.5,6.5,22.6,3.2,2.4,3.0,72.32,0.0,0.0,0.0,0.0
Dominos DOUBLE CHEESE MARGHERITA MEDIUM,166.7,1.5,25.9,3.1,2.76,3.4,80.29,0.0,0.0,0.0,0.0
Dominos DOUBLE CHEESE MARGHERITA LARGE,279.3,12.5,43.4,6.2,4.68,5.7,269.08,0.0,0.0,0.0,0.0
Dominos COUNTRY SPECIAL REGULAR,153.2,6.8,24.0,3.3,2.28,3.3,79.2,0.0,0.0,0.0,0.0
Dominos COUNTRY SPECIAL MEDIUM,175.5,7.8,21.5,3.8,2.64,3.8,81.7,0.0,0.0,0.0,0.0
Dominos COUNTRY SPECIAL LARGE,268.1,11.9,42.1,5.8,4.08,5.8,244.18,0.0,0.0,0.0,0.0
Dominos FARM HOUSE REGULAR,156.5,6.7,24.9,3.4,2.52,2.8,84.66,0.0,0.0,0.0,0.0
Dominos FARM HOUSE MEDIUM,184.6,1.9,29.3,4.0,3.0,3.4,117.2,0.0,0.0,0.0,0.0
Dominos FARM HOUSE LARGE,253.5,10.8,40.3,5.5,4.08,4.6,221.65,0.0,0.0,0.0,0.0
Dominos MEXICAN GREEN WAVE REGULAR,144.5,6.1,23.1,3.0,2.52,3.0,69.3,0.0,0.0,0.0,0.0
Dominos MEXICAN GREEN WAVE MEDIUM,181.9,7.7,29.1,3.8,3.12,3.8,110.58,0.0,0.0,0.0,0.0
Dominos MEXICAN GREEN WAVE LARGE,253.4,10.8,40.6,5.3,4.32,5.3,215.18,0.0,0.0,0.0,0.0
Dominos SPICY TRIPLE TANGO REGULAR,160.1,1.4,25.2,3.3,2.28,3.1,83.16,0.0,0.0,0.0,0.0
Dominos SPICY TRIPLE TANGO MEDIUM,175.1,8.1,21.6,3.6,2.4,3.4,77.76,0.0,0.0,0.0,0.0
Dominos SPICY TRIPLE TANGO LARGE,254.8,11.8,40.1,5.3,3.6,4.9,212.53,0.0,0.0,0.0,0.0
Dominos PEPPY PANEER REGULAR,168.8,1.2,24.8,4.5,3.48,3.0,111.6,0.0,0.0,0.0,0.0
Dominos PEPPY PANEER MEDIUM,198.4,8.5,29.1,5.3,4.08,3.5,154.23,0.0,0.0,0.0,0.0
Dominos PEPPY PANEER LARGE,211.9,11.6,40.0,7.3,5.52,4.9,292.0,0.0,0.0,0.0,0.0
Dominos 5 PEPPER REGULAR,190.0,8.5,31.6,3.3,2.16,2.1,104.28,0.0,0.0,0.0,0.0
Dominos 6 PEPPER MEDIUM,161.5,7.5,21.9,2.9,1.92,2.4,63.51,0.0,0.0,0.0,0.0
Dominos 7 PEPPER LARGE,225.4,10.1,31.5,3.9,2.64,3.2,122.85,0.0,0.0,0.0,0.0
Dominos VEGGIE PARADISE REGULAR,156.7,7.2,24.5,3.3,2.28,2.8,80.85,0.0,0.0,0.0,0.0
Dominos VEGGIE PARADISE MEDIUM,161.7,7.7,26.2,3.5,2.4,3.0,91.7,0.0,0.0,0.0,0.0
Dominos VEGGIE PARADISE LARGE,210.9,9.1,33.0,4.5,3.0,3.7,148.5,0.0,0.0,0.0,0.0
Dominos VEGGIE DELUXE PIZZA REGULAR,169.7,1.5,26.0,4.0,2.76,2.5,104.0,0.0,0.0,0.0,0.0
Dominos VEGGIE DELUXE PIZZA MEDIUM,175.6,1.8,26.9,4.1,2.88,2.6,110.29,0.0,0.0,0.0,0.0
Dominos VEGGIE DELUXE PIZZA LARGE,220.5,9.8,33.7,5.2,3.6,3.3,175.24,0.0,0.0,0.0,0.0
Dominos VEG EXTRAVAGANZA REGULAR,173.3,8.8,29.2,2.4,1.56,2.9,70.08,0.0,0.0,0.0,0.0
Dominos VEG EXTRAVAGANZA MEDIUM,184.2,9.3,31.1,2.5,1.56,3.1,77.75,0.0,0.0,0.0,0.0
Dominos VEG EXTRAVAGANZA LARGE,242.6,12.3,40.9,3.3,2.16,4.1,134.97,0.0,0.0,0.0,0.0
Dominos CLOUD 9 REGULAR,170.1,7.1,23.3,5.2,3.72,2.9,121.16,0.0,0.0,0.0,0.0
Dominos CLOUD 10 MEDIUM,231.2,10.4,31.6,7.0,6.0,4.0,221.2,0.0,0.0,0.0,0.0
Dominos CLOUD 11 LARGE,274.2,12.4,37.5,8.3,7.08,4.1,311.25,0.0,0.0,0.0,0.0
Dominos CHEF'S VEG WONDER REGULAR,167.6,8.1,26.0,3.4,2.52,3.3,88.4,0.0,0.0,0.0,0.0
Dominos CHEF'S VEG WONDER MEDIUM,178.9,8.1,21.8,3.1,2.64,3.5,67.58,0.0,0.0,0.0,0.0
Dominos CHEF'S VEG WONDER LARGE,253.4,12.3,39.3,5.2,3.72,4.9,204.36,0.0,0.0,0.0,0.0
Dominos CHEESE & BBQ CHICKEN REGULAR,141.8,7.6,21.4,2.9,2.16,2.0,62.06,0.0,0.0,0.0,0.0
Dominos CHEESE & BBQ CHICKEN MEDIUM,180.5,9.7,21.3,3.6,2.76,2.6,76.68,0.0,0.0,0.0,0.0
Dominos CHEESE & BBQ CHICKEN LARGE,224.6,12.0,34.0,4.5,3.36,3.2,153.0,0.0,0.0,0.0,0.0
Dominos CHICKEN SALAMI SPECIAL REGULAR,116.7,7.1,18.3,8.3,2.04,2.4,151.89,0.0,0.0,0.0,0.0
Dominos CHICKEN SALAMI SPECIAL MEDIUM,209.2,8.4,21.7,9.9,11.04,2.9,214.83,0.0,0.0,0.0,0.0
Dominos CHICKEN SALAMI SPECIAL LARGE,283.7,11.4,29.4,13.4,14.88,3.9,393.96,0.0,0.0,0.0,0.0
Dominos BBQ CHICKEN REGULAR,152.1,7.2,23.3,3.3,2.88,2.8,76.89,0.0,0.0,0.0,0.0
Dominos BBQ CHICKEN MEDIUM,185.5,8.7,28.5,4.1,3.48,3.4,116.85,0.0,0.0,0.0,0.0
Dominos BBQ CHICKEN LARGE,255.4,12.0,39.2,5.6,4.8,4.7,219.52,0.0,0.0,0.0,0.0
Dominos CHICKEN FIESTA REGULAR,150.1,6.9,21.0,4.3,2.64,2.9,90.3,0.0,0.0,0.0,0.0
Dominos CHICKEN FIESTA MEDIUM,211.4,10.0,30.4,6.2,3.84,4.2,188.48,0.0,0.0,0.0,0.0
Dominos CHICKEN FIESTA LARGE,227.7,10.5,31.9,6.5,4.08,4.4,207.35,0.0,0.0,0.0,0.0
Dominos CHICKEN LOVERS REGULAR,145.0,7.1,23.1,2.4,1.68,2.8,55.44,0.0,0.0,0.0,0.0
Dominos CHICKEN LOVERS MEDIUM,172.7,9.1,21.5,2.9,1.92,3.3,62.35,0.0,0.0,0.0,0.0
Dominos CHICKEN LOVERS LARGE,238.0,12.6,31.9,4.0,2.76,4.5,127.6,0.0,0.0,0.0,0.0
Dominos CHICKEN MEXICANA REGULAR,156.6,8.0,22.7,3.8,3.0,2.6,86.26,0.0,0.0,0.0,0.0
Dominos CHICKEN MEXICANA MEDIUM,197.5,10.1,28.6,4.8,3.72,3.2,137.28,0.0,0.0,0.0,0.0
Dominos CHICKEN MEXICANA LARGE,241.4,12.3,35.0,5.8,4.56,4.0,203.0,0.0,0.0,0.0,0.0
Dominos CHICKEN GOLDEN DELIGHT REGULAR,170.0,1.5,31.8,1.4,1.08,4.9,44.52,0.0,0.0,0.0,0.0
Dominos CHICKEN GOLDEN DELIGHT MEDIUM,185.2,8.2,34.7,1.5,1.2,5.3,52.05,0.0,0.0,0.0,0.0
Dominos CHICKEN GOLDEN DELIGHT LARGE,225.1,9.9,42.1,1.9,1.44,6.5,79.99,0.0,0.0,0.0,0.0
Dominos CHEFS CHICKEN CHOICE REGULAR,163.9,8.6,23.9,3.1,1.92,0.1,74.09,0.0,0.0,0.0,0.0
Dominos CHEFS CHICKEN CHOICE MEDIUM,194.3,10.2,28.3,4.4,2.28,0.1,124.52,0.0,0.0,0.0,0.0
Dominos CHEFS CHICKEN CHOICE LARGE,254.7,13.4,31.1,5.8,3.0,0.1,180.38,0.0,0.0,0.0,0.0
Dominos CHICKEN DOMINATOR REGULAR,112.5,9.1,21.7,5.5,3.0,2.6,119.35,0.0,0.0,0.0,0.0
Dominos CHICKEN DOMINATOR MEDIUM,226.7,12.0,28.5,7.2,3.96,3.4,205.2,0.0,0.0,0.0,0.0
Dominos CHICKEN DOMINATOR LARGE,399.0,18.3,48.0,14.9,9.48,6.8,715.2,0.0,0.0,0.0,0.0
Dominos SEVENTH HEAVEN REGULAR,158.4,9.4,19.6,4.1,1.8,2.9,80.36,0.0,0.0,0.0,0.0
Dominos SEVENTH HEAVEN MEDIUM,224.4,13.3,27.8,6.1,2.64,4.1,169.58,0.0,0.0,0.0,0.0
Dominos SEVENTH HEAVEN LARGE,231.9,14.1,29.4,7.1,2.76,4.4,208.74,0.0,0.0,0.0,0.0
Dominos NON-VEG SUPREME REGULAR,174.5,7.3,21.8,3.8,2.88,3.0,82.84,0.0,0.0,0.0,0.0
Dominos NON-VEG SUPREME MEDIUM,199.2,8.3,31.7,4.3,3.24,3.5,136.31,0.0,0.0,0.0,0.0
Dominos NON-VEG SUPREME LARGE,287.9,12.0,45.9,6.3,4.68,5.0,289.17,0.0,0.0,0.0,0.0
Dominos CHEESE & PEPPERONI REGULAR,189.0,9.2,23.1,6.7,4.56,3.2,154.77,0.0,0.0,0.0,0.0
Dominos CHEESE & PEPPERONI MEDIUM,210.0,10.2,25.6,7.4,5.16,3.6,189.44,0.0,0.0,0.0,0.0
Dominos CHEESE & PEPPERONI LARGE,272.3,13.2,33.2,9.6,6.6,4.1,318.72,0.0,0.0,0.0,0.0
Dominos GARLIC BREADSTICKS,340.3,11.9,57.6,6.9,1.68,8.5,397.44,0.0,0.0,0.0,0.0
Dominos STUFFED GARLIC BREADSTICKS,540.2,20.2,82.4,14.4,7.32,8.9,1186.56,0.0,0.0,0.0,0.0
Dominos PASTA - VEG WHITE,593.2,19.6,80.0,21.4,9.6,8.3,1712.0,0.0,0.0,0.0,0.0
Dominos TACO MEXICANA - VEG,321.2,6.8,40.3,15.4,5.28,4.8,620.62,0.0,0.0,0.0,0.0
Dominos CALZONE POCKETS - VEG,593.3,20.6,91.1,16.3,9.0,12.2,1484.93,0.0,0.0,0.0,0.0
Dominos ZINGY PARCEL VEG,620.4,16.9,69.5,30.5,18.12,8.8,2119.75,0.0,0.0,0.0,0.0
Dominos LAVA CAKE,323.2,5.1,48.4,12.1,10.32,27.0,585.64,0.0,0.0,0.0,0.0
Dominos CHICKEN WINGS,352.9,35.3,24.5,12.6,5.76,10.4,308.7,0.0,0.0,0.0,0.0
Dominos CRISPY CHICKEN STRIPS,461.2,26.7,51.3,13.9,5.16,3.6,713.07,0.0,0.0,0.0,0.0
Dominos ZINGY PARCEL CHICKEN,667.5,19.2,17.3,31.3,16.92,10.6,541.49,0.0,0.0,0.0,0.0
Dominos TACO MEXICANA - CHICKEN,322.6,9.3,34.2,16.5,5.4,3.9,564.3,0.0,0.0,0.0,0.0
Dominos CALZONE POCKETS - CHICKEN,582.9,18.6,101.0,11.6,5.04,12.2,1171.6,0.0,0.0,0.0,0.0
idly,58.0,1.6,12.0,0.4,0.0,0.1,75.0,0.0,0.0,0.0,0.0
wheat puttu podi,370.0,12.0,76.0,13.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0
white sauce pasta,1186.0,28.0,106.0,73.0,0.0,3.9,88.0,0.0,0.0,0.0,0.0
paneer capsicum,366.0,15.0,15.0,27.0,0.0,6.7,14.1,0.0,0.0,0.0,0.0
rava kichadi,278.0,5.0,42.0,10.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0
moong dal salad,236.0,16.0,41.0,2.0,0.0,5.8,46.5,0.0,0.0,0.0,0.0
kanda batata poha,158.0,2.9,35.0,0.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0
idiyappam,281.0,3.0,54.0,6.2,0.0,19.0,2414.0,0.0,0.0,0.0,0.0
tapioca pearls sago,172.0,0.0,43.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
ragi dosa,135.0,2.0,15.0,7.8,0.0,1.0,68.0,0.0,0.0,0.0,0.0
goan coconut,80.0,1.0,5.0,6.0,0.0,3.0,260.0,0.0,0.0,0.0,0.0
ragi roti,139.0,2.8,20.0,5.7,0.0,1.2,122.0,0.0,0.0,0.0,0.0
cucumber salad,49.0,0.8,11.0,0.1,0.0,9.1,341.0,0.0,0.0,0.0,0.0
chapathi,120.0,3.1,18.0,3.7,0.0,1.2,119.0,0.0,0.0,0.0,0.0
pepper thatte,160.0,2.0,18.0,9.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0
black rice,205.0,4.3,45.0,0.4,0.0,0.1,1.6,0.0,0.0,0.0,0.0
upma,132.0,3.4,21.0,4.0,0.0,2.7,179.0,0.0,0.0,0.0,0.0
wheat dosa,168.0,3.9,29.0,3.7,0.0,0.2,94.0,0.0,0.0,0.0,0.0
adai  batter,60.0,3.0,11.0,1.5,0.0,1.0,210.0,0.0,0.0,0.0,0.0
poha upma,219.0,4.0,35.0,6.9,0.0,2.3,110.0,0.0,0.0,0.0,0.0
broccoli idli upma,403.0,10.0,20.0,33.0,0.0,13.0,1046.0,0.0,0.0,0.0,0.0
pasta con broccoli,1170.0,42.0,113.0,58.0,0.0,6.0,2590.0,0.0,0.0,0.0,0.0
pongal,319.0,7.3,54.0,8.1,0.0,1.0,3.4,0.0,0.0,0.0,0.0
moong dal,236.0,16.0,41.0,2.0,0.0,5.8,465.0,0.0,0.0,0.0,0.0
masala upma,250.0,7.0,40.0,7.0,0.0,1.0,960.0,0.0,0.0,0.0,0.0
vegan  mayonnaise,68.0,0.0,2.2,6.7,0.0,0.9,50.0,0.0,0.0,0.0,0.0
sago pudding,275.0,8.0,47.0,12.0,0.0,32.0,900.0,0.0,0.0,0.0,0.0
0nion dosa,191.0,4.6,35.0,3.9,0.0,2.6,685.0,0.0,0.0,0.0,0.0
poha plain,158.0,2.9,35.0,0.2,0.0,0.0,42.0,0.0,0.0,0.0,0.0
oats,153.0,5.3,27.0,2.6,0.0,0.4,24.0,0.0,0.0,0.0,0.0
egg dosa,205.0,9.0,21.0,9.6,0.0,3.1,418.0,0.0,0.0,0.0,0.0
butter dosa,239.0,4.0,29.0,12.0,0.0,0.2,18.0,0.0,0.0,0.0,0.0
vegetable upma,334.0,6.4,57.0,9.0,0.0,3.2,936.0,0.0,0.0,0.0,0.0
